CUSIP,Ticker,Issue Date,Maturity,1st Call Date,Moodys,S_and_P,Fitch,Bloomberg Composite Rating,Coupon,Issued Amount,Maturity Type,Coupon Type,Maturity At Issue months,Industry,LiquidityScore,Months in JNK,Months in HYG,Months in Both,IN_ETF,LIQ SCORE,n_trades,volume_trades,total_median_size,total_mean_size,n_days_trade,days_diff_max,percent_intra_dealer,percent_uncapped,bond_type,Client_Trade_Percentage,weekly_mean_volume,weekly_median_volume,weekly_max_volume,weekly_min_volume,weekly_mean_ntrades,weekly_median_ntrades
09659X2A9,BNP,5/23/2017,5/23/2022,Nan,Baa2,A-,A+,A-,2.95,1000000000,AT MATURITY,FIXED,60.87,Banks,11.46071983,Nan,Nan,Nan,No,0.114607198,84,48640000,500000,579047.619,39,101,0.154761905,0.678571429,5,0.333333333,3040000,2200000,8000000,400000,5.25,2
09681LAA8,BOCAVI,3/30/2015,3/30/2020,Nan,Nan,A-,A-,A-,3,750000000,AT MATURITY,FIXED,60.9,Diversified Finan Serv,10.8944581,Nan,Nan,Nan,No,0.108944581,20,17400000,1000000,870000,3,3,0,0.3,5,0.55,17400000,17400000,17400000,17400000,20,20
097395AH0,BCC,7/20/2005,10/15/2014,Nan,WR,NR,Nan,NR,7.13,400000000,CALLABLE,FIXED,112.47,Building Materials,23.53484746,Nan,Nan,Nan,No,0.235348475,3544,254467000,19000,71802.2009,393,627,0.562358916,0.981376975,5,0.137979684,2596602.041,1333000,15218000,62000,36.16326531,5
097751AS0,BBDBCN,3/29/2010,3/15/2018,Nan,WR,NR,WD,NR,7.5,650000000,AT MATURITY,FIXED,96.93,Miscellaneous Manufactur,20.10636907,0,60,0,Yes,0.201063691,1782,1209579000,1000000,678776.0943,441,797,0.415824916,0.615600449,2,0.301346801,9524244.094,7426000,55350000,30000,14.03149606,1
097751AV3,BBDBCN,3/29/2010,3/15/2020,Nan,B3,B-,B,B-,7.75,850000000,AT MATURITY,FIXED,121.3,Miscellaneous Manufactur,23.90730549,38,67,38,Yes,0.239073055,2813,1760427000,665000,625818.3434,651,1106,0.450408816,0.690366157,1,0.28652684,10478732.14,8465000,59738000,15000,16.74404762,1
097751AY7,BBDBCN,3/8/2012,3/15/2022,Nan,B3,B-,B,B-,5.75,500000000,AT MATURITY,FIXED,121.97,Miscellaneous Manufactur,21.25932329,0,64,0,Yes,0.212593233,1193,665313000,500000,557680.637,423,1135,0.515507125,0.749371333,2,0.226320201,4184358.491,3075000,26490000,40000,7.503144654,1
097751BB6,BBDBCN,1/14/2013,1/15/2016,Nan,WR,NR,WD,NR,4.25,750000000,AT MATURITY,FIXED,36.53,Miscellaneous Manufactur,14.39144994,15,27,14,Yes,0.143914499,430,300658000,1000000,699204.6512,124,255,0.320930233,0.6,1,0.362790698,6992046.512,5980000,24262000,30000,10,1
097751BF7,BBDBCN,1/14/2013,1/15/2023,Nan,B3,B-,B,B-,6.13,1250000000,AT MATURITY,FIXED,121.77,Miscellaneous Manufactur,27.34259353,55,54,54,Yes,0.273425935,4532,2973211000,840000,656048.323,702,1135,0.467563989,0.654457193,1,0.25772286,17697684.52,12731500,163347000,704000,26.97619048,3
097751BH3,BBDBCN,4/3/2014,4/15/2019,Nan,B3,B-,B,B-,4.75,600000000,AT MATURITY,FIXED,61.27,Miscellaneous Manufactur,22.51765406,3,39,3,Yes,0.225176541,1907,1148545000,500000,602278.4478,504,1135,0.529103304,0.721552176,1,0.224436287,6960878.788,3800000,62710000,195000,11.55757576,1
097751BJ9,BBDBCN,4/3/2014,10/15/2022,10/23/2017,B3,B-,B,B-,6,1200000000,CALLABLE,FIXED,103.9,Miscellaneous Manufactur,27.3119691,37,39,35,Yes,0.273119691,4539,3171948000,1000000,698820.8857,699,1135,0.493060145,0.644635382,1,0.244326944,18880642.86,14793500,71395000,475000,27.01785714,2
097751BK6,BBDBCN,3/13/2015,9/15/2018,Nan,WR,NR,WD,NR,5.5,750000000,AT MATURITY,FIXED,42.73,Miscellaneous Manufactur,20.57271124,0,21,0,Yes,0.205727112,1857,1372404000,1000000,739043.6187,361,581,0.443187938,0.581044696,2,0.276252019,14446357.89,9600000,184853000,650000,19.54736842,2
097751BM2,BBDBCN,3/13/2015,3/15/2025,3/15/2020,B3,B-,B,B-,7.5,1500000000,CALLABLE,FIXED,121.83,Miscellaneous Manufactur,27.1355861,30,28,28,Yes,0.271355861,4913,3564477000,1000000,725519.4382,604,861,0.429472827,0.584368003,1,0.289843273,26403533.33,20335000,247780000,125000,36.39259259,1
097751BP5,BBDBCN,11/21/2016,12/1/2021,Nan,B3,B-,B,B-,8.75,1400000000,AT MATURITY,FIXED,61.2,Miscellaneous Manufactur,20.68281591,9,7,7,Yes,0.206828159,1944,1391253000,1000000,715665.1235,203,260,0.360596708,0.559156379,1,0.322530864,30916733.33,19402000,198350000,5770000,43.2,12
09775AAA9,BKMOSC,3/11/2010,3/11/2015,Nan,WR,Nan,WD,NR,6.7,750000000,AT MATURITY,FIXED,60.87,Banks,8.910808496,Nan,Nan,Nan,No,0.089108085,11,10500000,1000000,954545.4545,4,3,0,0.272727273,5,0.636363636,10500000,10500000,10500000,10500000,11,11
09776NAB8,BONT,8/4/2006,3/15/2014,Nan,WR,NR,WD,NR,10.25,509470000,CALLABLE,FIXED,92.67,Retail,28.96072959,Nan,Nan,Nan,No,0.289607296,10694,2089217000,20000,195363.4748,582,964,0.514026557,0.917617356,5,0.176734618,16070900,8765000,120265000,2000,82.26153846,1
097793AB9,BCEI,6/28/2013,4/15/2021,Nan,WR,NR,Nan,NR,6.75,500000000,CALLABLE,DEFAULTED,94.93,Oil Gas,21.80305543,38,0,0,Yes,0.218030554,2731,1353637000,375000,495656.1699,665,1325,0.276821677,0.693885024,3,0.357012083,6836550.505,4624500,64149000,50000,13.79292929,1
09973AAA9,BORFIN,9/26/2013,9/26/2018,Nan,B1,BB-,BB-,B+,7.63,420000000,AT MATURITY,FIXED,60.87,Oil Gas Services,8.622092136,Nan,Nan,Nan,No,0.086220921,10,5725000,375000,572500,6,225,0,0.6,5,0.5,954166.6667,525000,2000000,275000,1.666666667,1
10010VAA6,BSPHOR,4/25/2013,5/3/2016,Nan,Nan,NR,Nan,NR,2.5,400000000,AT MATURITY,FLOATING,36.8,Diversified Finan Serv,8.90018472,Nan,Nan,Nan,No,0.089001847,63,55650000,1000000,883333.3333,25,488,0.015873016,0.349206349,5,0.492063492,2529545.455,2000000,10000000,500000,2.863636364,2
101137AB3,BSX,6/25/2004,6/15/2014,Nan,WR,NR,WD,NR,5.45,600000000,CALLABLE,FIXED,121.4,Healthcare-Products,13.74431045,Nan,Nan,Nan,No,0.137443104,198,65430000,40000,330454.5455,68,196,0.454545455,0.747474747,5,0.272727273,2516538.462,1662500,9090000,40000,7.615384615,2
101137AF4,BSX,11/17/2005,11/15/2015,Nan,WR,NR,WD,NR,6.25,400000000,AT MATURITY,FIXED,121.67,Healthcare-Products,14.8512791,Nan,Nan,Nan,No,0.148512791,290,86619000,43000,298686.2069,77,191,0.482758621,0.789655172,5,0.203448276,3093535.714,1668000,14265000,100000,10.35714286,1
101137AG2,BSX,6/9/2006,6/15/2016,Nan,WR,NR,WD,NR,6.4,600000000,AT MATURITY,FIXED,121.97,Healthcare-Products,14.1204739,Nan,Nan,Nan,No,0.141204739,383,122256000,50000,319206.2663,105,154,0.417754569,0.757180157,5,0.315926893,4215724.138,3780000,11457000,125000,13.20689655,2
101137AJ6,BSX,12/14/2009,1/15/2015,Nan,WR,NR,WD,NR,4.5,850000000,CALL/REF/SINK,FIXED,61.93,Healthcare-Products,17.20956807,Nan,Nan,Nan,No,0.172095681,747,195156000,50000,261253.012,126,154,0.469879518,0.835341365,5,0.243641232,6729517.241,6315000,15358000,2095000,25.75862069,10
101137AK3,BSX,12/14/2009,1/15/2020,Nan,Baa2,BBB-,BBB,BBB-,6,850000000,AT MATURITY,FIXED,122.8,Healthcare-Products,14.7990242,Nan,Nan,Nan,No,0.147990242,551,253594000,300000,460243.1942,123,154,0.381125227,0.698729583,3,0.261343013,8744620.69,7628000,28894000,1819000,19,5
102175AB2,ABH,2/7/2002,11/15/2011,Nan,WR,NR,NR,NR,7.95,600000000,AT MATURITY,DEFAULTED,118.93,Forest Products Paper,16.22215226,Nan,Nan,Nan,No,0.162221523,227,80641000,100000,355246.696,91,1424,0.290748899,0.748898678,5,0.537444934,1280015.873,200000,8312000,3000,3.603174603,1
102183AK6,ABH,10/24/2003,6/15/2013,Nan,WR,NR,NR,NR,6.5,400000000,CALLABLE,DEFAULTED,117.4,Forest Products Paper,16.99401126,Nan,Nan,Nan,No,0.169940113,2,1158000,579000,579000,1,0,0,1,5,0.5,1158000,1158000,1158000,1158000,2,2
103186AA0,BMC,4/15/2014,10/15/2019,10/23/2017,Caa2,CCC+,Nan,CCC,9,750000000,CALLABLE,PAY-IN-KIND,66.97,Software,17.56269068,40,0,0,Yes,0.175626907,1312,1012345000,1000000,771604.4207,436,1071,0.28125,0.492378049,3,0.349847561,6448057.325,4160000,34127000,20000,8.356687898,1
103304BG5,BYD,10/18/2011,12/1/2018,Nan,WR,NR,WD,NR,9.13,500000000,CALLABLE,FIXED,86.7,Lodging,24.20394337,27,36,27,Yes,0.242039434,3258,1039622000,100000,319098.2198,699,1294,0.386740331,0.841927563,1,0.259668508,5559475.936,4636000,23959000,12000,17.42245989,1
103304BK6,BYD,5/21/2015,5/15/2023,5/15/2018,B3,B,B+u,B-,6.88,750000000,CALLABLE,FIXED,97.2,Lodging,23.40223525,27,26,26,Yes,0.234022352,3671,1604709000,250000,437131.2994,573,826,0.325251975,0.767910651,1,0.357395805,12837672,9639000,204166000,298000,29.368,2
103304BL4,BYD,3/28/2016,4/1/2026,4/1/2021,B3,B,B+u,B-,6.38,750000000,CALLABLE,FIXED,121.87,Lodging,17.70687883,11,12,10,Yes,0.177068788,1176,777372000,750000,661030.6122,210,315,0.289965986,0.638605442,1,0.360544218,16195250,12206000,170495000,1156000,24.5,2
103304BM2,BYD,2/10/2017,4/1/2026,4/1/2021,B3,B,B+,B,6.38,749850000,CALLABLE,FIXED,111.23,Lodging,16.68751789,6,4,4,Yes,0.166875179,568,232050000,288000,408538.7324,139,213,0.308098592,0.836267606,1,0.308098592,7031818.182,5825000,18862000,1105000,17.21212121,4
103738AD2,BRMLBZ,1/21/2011,Nan Field Not Applicable,Nan,WR,NR,WD,NR,8.5,405000000,PERP/CALL,FIXED,999,Real Estate,14.05739588,Nan,Nan,Nan,No,0.140573959,54,32701000,500000,605574.0741,30,847,0,0.777777778,5,0.555555556,1308040,1000000,4000000,140000,2.16,1
10524PAA8,BRANDI,11/26/2013,12/1/2021,Nan,WR,NR,Nan,NR,8.5,500000000,CALLABLE,FIXED,97.57,Commercial Services,14.44432828,43,0,0,Yes,0.144443283,504,357889000,1000000,710097.2222,225,1035,0.099206349,0.553571429,3,0.430555556,3112078.261,2500000,17120000,25000,4.382608696,1
10524PAB6,BRANDI,6/21/2017,7/15/2025,7/15/2020,Caa2,CCC+,Nan,CCC,8.5,700000000,CALLABLE,FIXED,98.2,Commercial Services,11.08218267,2,0,0,Yes,0.110821827,195,142463000,1000000,730579.4872,43,86,0.087179487,0.523076923,3,0.528205128,9497533.333,7815000,34256000,150000,13,1
10552TAE7,BRFSBZ,5/22/2013,5/22/2023,Nan,Ba1,BBB-,BBB-,BB+,3.95,500000000,AT MATURITY,FIXED,121.73,Food,9.103341467,Nan,Nan,Nan,No,0.091033415,22,18060000,1000000,820909.0909,15,145,0,0.5,5,0.590909091,2006666.667,2000000,6000000,210000,2.444444444,1
10552TAF4,BRFSBZ,5/22/2014,5/22/2024,Nan,Ba1,BBB-,BBB-,BB+,4.75,750000000,AT MATURITY,FIXED,121.77,Food,7.015613787,Nan,Nan,Nan,No,0.070156138,37,30678000,1000000,829135.1351,22,153,0,0.297297297,5,0.621621622,2359846.154,1000000,8000000,200000,2.846153846,1
10553MAD3,OIBRBZ,2/10/2012,2/10/2022,Nan,WR,D,C,DD+,5.75,1500000000,AT MATURITY,DEFAULTED,121.77,Telecommunications,12.55848717,Nan,Nan,Nan,No,0.125584872,495,403854000,1000000,815866.6667,235,966,0.042424242,0.422222222,5,0.470707071,3511773.913,2600000,14620000,200000,4.304347826,1
10553YAB1,BRASKM,5/7/2010,5/7/2020,Nan,Ba1,BBB-,BBB-,BB+,7,750000000,AT MATURITY,FIXED,121.77,Chemicals,10.22161953,Nan,Nan,Nan,No,0.102216195,16,9810000,617500,613125,10,59,0,0.6875,5,0.5,1226250,867500,3135000,470000,2,1
10553YAC9,BRASKM,10/4/2010,Nan Field Not Applicable,10/23/2017,Ba1,BBB-,BBB-,BB+,7.38,700000000,PERP/CALL,FIXED,85.87,Chemicals,18.49736662,Nan,Nan,Nan,No,0.184973666,7,5624000,1000000,803428.5714,4,36,0,1,5,0.571428571,1874666.667,2000000,3124000,500000,2.333333333,1
10553YAD7,BRASKM,4/15/2011,4/15/2021,Nan,Ba1,BBB-,BBB-,BB+,5.75,1000000000,AT MATURITY,FIXED,121.77,Chemicals,9.708896329,Nan,Nan,Nan,No,0.097088963,19,13010000,1000000,684736.8421,16,145,0,0.578947368,5,0.578947368,1000769.231,1000000,2000000,250000,1.461538462,1
10553YAE5,BRASKM,5/2/2012,5/2/2022,Nan,Ba1,BBB-,BBB-,BB+,5.38,500000000,AT MATURITY,FIXED,121.73,Chemicals,11.30665825,Nan,Nan,Nan,No,0.113066582,9,7840000,1000000,871111.1111,6,50,0,0.666666667,5,0.666666667,1960000,1670000,3500000,1000000,2.25,1
10553YAF2,BRASKM,2/3/2014,2/3/2024,Nan,Ba1,BBB-,BBB-,BB+,6.45,750000000,AT MATURITY,FIXED,121.73,Chemicals,23.93172356,Nan,Nan,Nan,No,0.239317236,1197,586111000,350000,489649.9582,127,1269,0.279866332,0.85380117,5,0.348370927,20210724.14,9594000,227085000,3300000,41.27586207,7
10554CAA0,BRASKM,7/22/2011,7/22/2041,1/22/2041,Ba1,BBB-,BBB-,BB+,7.13,750000000,CALLABLE,FIXED,365.27,Chemicals,17.74645854,Nan,Nan,Nan,No,0.177464585,71,54862000,1000000,772704.2254,28,2217,0.098591549,0.61971831,5,0.464788732,3047888.889,1550000,26650000,200000,3.944444444,1
105859AA0,MARABZ,8/1/2013,7/24/2023,Nan,Nan,BB,BB,BB,5.48,661967121,SINKABLE,FIXED,121.47,Regional(state/provnc),9.906404795,Nan,Nan,Nan,No,0.099064048,60,46608693.35,1000000,776811.5558,47,567,0.083333333,0.416666667,5,0.733333333,1331676.953,1000000,4426809.56,106174.86,1.714285714,1
105860AA8,MINASG,4/2/2013,2/15/2028,Nan,Nan,BB,Nan,NR,5.33,1270000000,SINKABLE,FIXED,181.07,Regional(state/provnc),10.59494755,Nan,Nan,Nan,No,0.105949475,101,76282000,1000000,755267.3267,81,664,0.00990099,0.485148515,5,0.673267327,1386945.455,1000000,4000000,100000,1.836363636,1
106777AD7,BBEP,2/7/2013,4/15/2022,10/23/2017,WR,NR,Nan,NR,7.88,850000000,CALLABLE,DEFAULTED,111.8,Oil Gas,30.25908918,31,30,30,Yes,0.302590892,8932,2399914500,40000,268687.2481,896,1642,0.459135692,0.848074339,1,0.241939095,10126221.52,7286000,80254500,15000,37.68776371,1
10677RAD3,BBEP,4/8/2015,5/18/2020,4/8/2018,Nan,Nan,Nan,Nan,9.25,650000000,CALLABLE,DEFAULTED,62.23,Oil Gas,4.649089077,Nan,Nan,Nan,No,0.046490891,2,2000000,1000000,1000000,1,0,0,0,5,0.5,2000000,2000000,2000000,2000000,2,2
110394AE3,BRS,10/12/2012,10/15/2022,10/23/2017,Caa2,B-,Nan,CCC+,6.25,450000000,CALLABLE,FIXED,121.83,Oil Gas Services,33.93289477,Nan,Nan,Nan,No,0.339328948,15285,1775846000,10000,116182.2702,963,1722,0.503238469,0.948707884,5,0.176643768,7019154.15,4377000,104590000,46000,60.41501976,1
111320AE7,AVGO,11/9/2011,11/1/2018,Nan,WR,BBB-,Nan,NR,2.7,500000000,AT MATURITY,FIXED,84.97,Semiconductors,26.91012375,Nan,Nan,Nan,No,0.269101238,3462,230171000,20000,66484.97978,375,1885,0.493067591,0.991334489,5,0.195262854,2615579.545,1294000,28915000,30000,39.34090909,3
111320AF4,AVGO,5/8/2013,8/15/2022,5/15/2022,WR,BBB-,Nan,NR,2.5,499800000,CALLABLE,FIXED,112.87,Semiconductors,20.3593549,Nan,Nan,Nan,No,0.203593549,356,13866000,15000,38949.4382,105,573,0.511235955,1,5,0.103932584,261622.6415,80000,2810000,6000,6.716981132,1
11283WAA2,BRP,12/14/2012,12/15/2020,10/23/2017,B1,B+,Nan,B+,6.5,600000000,CALLABLE,FIXED,97.43,Home Builders,17.05011511,56,48,48,Yes,0.170501151,923,554829000,520000,601114.8429,394,1135,0.19176598,0.664138678,1,0.369447454,3403858.896,2500000,15150000,24000,5.662576687,1
11283YAA8,BRP,6/25/2013,7/1/2022,10/23/2017,B1,B+,Nan,B+,6.13,500000000,CALLABLE,FIXED,109.77,Home Builders,17.46355041,50,49,49,Yes,0.174635504,841,473709000,500000,563268.7277,376,1087,0.200951249,0.711058264,1,0.398335315,3036596.154,2322500,18140000,9000,5.391025641,1
116663AC9,FE,9/24/2007,6/1/2034,Nan,Caa1,CCC-,Nan,CCC,6.85,1135300000,SINKABLE,FIXED,324.9,Electric,12.48187489,Nan,Nan,Nan,No,0.124818749,507,332177763.8,1000000,655182.9662,139,330,0.26035503,0.475345168,5,0.364891519,6643555.277,4000000,33865101.84,225879.72,10.14,1
117381AA1,RBNRL,11/1/2012,11/1/2017,Nan,Cau,NR,Nan,NR,6.5,600000000,AT MATURITY,FIXED,60.87,Transportation,19.75282246,Nan,Nan,Nan,No,0.197528225,14,7120000,435000,508571.4286,8,1125,0,1,5,0.714285714,1017142.857,920000,2000000,370000,2,1
119003AF8,CAR,6/18/1999,4/1/2006,Nan,WR,NR,Nan,NR,9.13,400000000,AT MATURITY,DEFAULTED,82.63,Commercial Services,13.4191488,Nan,Nan,Nan,No,0.134191488,35,15142000,100000,432628.5714,25,1424,0.171428571,0.657142857,5,0.657142857,757100,100000,3000000,5000,1.75,1
12008RAG2,BLDR,5/29/2013,6/1/2021,Nan,WR,NR,Nan,NR,7.63,617600000,CALLABLE,FIXED,97.5,Building Materials,13.84437196,4,6,4,Yes,0.13844372,593,410875000,1000000,692875.2108,257,700,0.10455312,0.55311973,1,0.44856661,4150252.525,2950000,22095000,40000,5.98989899,1
12008RAH0,BLDR,7/31/2015,8/15/2023,8/15/2018,Caa1,B-,Nan,CCC+,10.75,700000000,CALLABLE,FIXED,97.9,Building Materials,16.23992685,11,15,10,Yes,0.162399268,1095,819285000,1000000,748205.4795,334,707,0.189954338,0.560730594,1,0.393607306,7380945.946,5300000,60350000,110000,9.864864865,1
12008RAJ6,BLDR,8/22/2016,9/1/2024,9/1/2019,B3,B+,Nan,B,5.63,750000000,CALLABLE,FIXED,97.73,Building Materials,16.66128676,12,11,11,Yes,0.166612868,1054,640581000,600000,607761.8596,238,369,0.268500949,0.667931689,1,0.353889943,10857305.08,7479000,118650000,520000,17.86440678,3
120111BK4,BMCAUS,8/12/2010,8/15/2018,Nan,WR,NR,Nan,NR,6.88,450000000,CALLABLE,FIXED,97.5,Building Materials,9.092715753,0,35,0,Yes,0.090927158,81,60922000,1000000,752123.4568,43,120,0.024691358,0.469135802,2,0.518518519,3583647.059,3725000,7515000,161000,4.764705882,1
120111BL2,BMCAUS,4/29/2011,5/1/2021,Nan,WR,NR,Nan,NR,6.75,1010000000,CALLABLE,FIXED,121.83,Building Materials,14.19469376,50,46,46,Yes,0.141946938,547,383651000,1000000,701372.9433,224,402,0.197440585,0.592321755,1,0.435100548,5726134.328,4605000,18545000,5000,8.164179104,1
120111BM0,BMCAUS,11/10/2014,11/15/2024,11/15/2019,Ba2,BBB-,Nan,BB+,5.38,1100000000,CALLABLE,FIXED,121.93,Building Materials,21.22360819,34,33,33,Yes,0.212236082,1868,1136708000,600000,608516.06,583,966,0.229657388,0.699143469,1,0.415417559,7578053.333,5636000,159705000,450000,12.45333333,1
120111BN8,BMCAUS,10/5/2015,10/15/2025,10/15/2020,Ba2,BBB-,Nan,BB+,6,1100000000,CALLABLE,FIXED,122.1,Building Materials,17.51321159,23,22,22,Yes,0.175132116,1393,827694000,525000,594180.9045,410,695,0.220387653,0.679109835,1,0.372577172,7882800,6903000,49110000,18000,13.26666667,1
120462AA4,BUMBLE,12/15/2010,12/15/2017,Nan,WR,NR,Nan,NR,9,605000000,CALLABLE,FIXED,85.23,Food,18.62379144,24,0,0,Yes,0.186237914,1281,754041999.3,500000,588635.4405,480,1084,0.205308353,0.705698673,3,0.392661983,4742402.511,4000000,16480000,13000,8.056603774,1
120469AA9,BUMIIJ,10/6/2010,10/6/2017,Nan,Ca,D,Nan,DDD,10.75,700000000,CALLABLE,DEFAULTED,85.23,Coal,9.255551005,Nan,Nan,Nan,No,0.09255551,18,9288000,200000,516000,8,806,0,0.555555556,5,0.555555556,1161000,1000000,2000000,200000,2.25,1
121207AA2,BKC,2/2/2011,10/15/2018,Nan,WR,NR,WD,NR,9.88,796181000,CALLABLE,FIXED,93.73,Retail,35.30867161,35,36,35,Yes,0.353086716,15122,3274679500,100000,216550.6877,950,1279,0.465811401,0.945774368,3,0.216902526,16131426.11,12068000,122933000,290000,74.49261084,5
12120QAA0,BKC,4/19/2011,4/15/2019,Nan,WR,NR,WD,NR,0,685000000,CALLABLE,STEP CPN,97.27,Retail,7.020538788,Nan,Nan,Nan,No,0.070205388,3,2400000,1000000,800000,2,1,0,0.333333333,5,0.333333333,2400000,2400000,2400000,2400000,3,3
121579AG1,BURL,12/2/2011,2/15/2019,Nan,WR,NR,NR,NR,10,450000000,CALLABLE,FIXED,87.73,Retail,20.426699,Nan,Nan,Nan,No,0.20426699,2407,1342430547,550000,557719.3795,526,971,0.316161197,0.678853344,5,0.299958455,9588789.618,7143000,44395000,100000,17.19285714,1
12429TAC8,BWY,8/14/2014,8/15/2021,Nan,WR,CCC,Nan,NR,9.13,650000000,CALLABLE,FIXED,85.27,Packaging Containers,15.8353612,32,0,0,Yes,0.158353612,930,660855000,1000000,710596.7742,342,939,0.124731183,0.570967742,3,0.404301075,5203582.677,4375000,16975000,40000,7.322834646,1
12429TAD6,BWY,4/3/2017,4/15/2024,4/15/2020,B2,B-,Nan,B-,5.5,1480000000,CALLABLE,FIXED,85.63,Packaging Containers,14.90457285,4,4,4,Yes,0.149045728,704,502787000,1000000,714186.0795,115,159,0.251420455,0.525568182,1,0.400568182,18621740.74,11890000,96500000,1848000,26.07407407,4
12429TAE4,BWY,4/3/2017,4/15/2025,4/15/2020,Caa2,CCC,Nan,CCC,7.25,1350000000,CALLABLE,FIXED,97.8,Packaging Containers,15.65976921,4,4,4,Yes,0.156597692,707,555067000,1000000,785101.8388,118,159,0.297029703,0.480905233,1,0.386138614,20558037.04,15300000,117100000,4014000,26.18518519,7
12467AAD0,CSGRPE,7/10/2014,7/15/2022,10/23/2017,Ba3,BB+,Nan,BB,5.38,400000000,CALLABLE,FIXED,97.57,Food,13.9962123,Nan,Nan,Nan,No,0.139962123,403,291677000,1000000,723764.268,211,1104,0.066997519,0.535980149,5,0.449131514,2410553.719,2000000,19245000,21000,3.330578512,1
124847AC8,CBS,10/17/2016,11/1/2024,11/1/2019,B3,B- /*+,Nan,B-,7.25,400000000,CALLABLE,FIXED,97.9,Media,14.31113451,0,7,0,Yes,0.143111345,599,383943000,1000000,640973.2888,173,330,0.215358932,0.597662771,2,0.412353923,7678860,5380000,52200000,250000,11.98,1
12489LAE8,CBG,11/5/2009,6/15/2017,Nan,WR,NR,Nan,NR,11.63,450000000,CALLABLE,FIXED,92.63,Real Estate,14.9562131,Nan,Nan,Nan,No,0.149562131,431,209808000,335000,486793.5035,216,867,0.178654292,0.721577726,5,0.424593968,1942666.667,1215000,12450000,28000,3.990740741,1
1248EPAL7,CHTR,12/22/2010,4/30/2018,Nan,WR,NR,WD,NR,7.88,899975000,CALLABLE,FIXED,89.53,Media,17.28988787,0,18,0,Yes,0.172898879,1365,800739375,647000,586622.2527,468,822,0.236630037,0.622710623,5,0.405860806,6510076.22,5610000,20585000,500000,11.09756098,1
1248EPAP8,CHTR,12/22/2010,4/30/2020,Nan,WR,NR,WD,NR,8.13,700000000,CALLABLE,FIXED,113.9,Media,21.88517376,0,41,0,Yes,0.218851738,1852,1173144000,750000,633447.0842,724,1519,0.25,0.627969762,2,0.39524838,5213973.333,4202000,28581000,5000,8.231111111,1
1248EPAQ6,CHTR,12/22/2010,10/30/2017,Nan,WR,NR,WD,NR,7.25,1000000000,CALLABLE,FIXED,83.47,Media,24.88859683,0,40,0,Yes,0.248885968,3562,1917343125,500000,538277.1266,929,1449,0.268669287,0.667321729,5,0.422796182,8446445.485,7580000,35695000,85000,15.69162996,2
1248EPAS2,CHTR,1/11/2011,1/15/2019,Nan,WR,NR,WD,NR,7,1400000000,CALLABLE,FIXED,97.53,Media,29.30005101,22,53,22,Yes,0.29300051,5178,2800926000,500000,540928.1576,1123,1903,0.30803399,0.656624179,3,0.398802626,10075273.38,7982000,47117000,137000,18.62589928,1
1248EPAU7,CHTR,5/10/2011,4/30/2021,Nan,WR,NR,WD,NR,6.5,1500000000,CALLABLE,FIXED,121.43,Media,31.80718976,50,53,50,Yes,0.318071898,6761,3733750938,500000,552248.3268,1192,1819,0.294483065,0.67963319,1,0.391805946,14089626.18,11885000,61931000,278000,25.51320755,3
1248EPAW3,CHTR,12/14/2011,6/1/2020,Nan,WR,NR,WD,NR,7.38,750000000,CALLABLE,FIXED,103.07,Media,23.39485264,0,53,0,Yes,0.233948526,2514,1559788000,770000,620440.7319,805,1546,0.230708035,0.623309467,5,0.414876691,6752329.004,5269000,74300000,40000,10.88311688,1
1248EPAX1,CHTR,1/26/2012,1/31/2022,Nan,WR,NR,WD,NR,6.63,750000000,CALLABLE,FIXED,121.93,Media,32.14952248,0,62,0,Yes,0.321495225,7131,2180241190,31000,305741.2972,1216,1786,0.375262936,0.826952742,2,0.376384799,8165697.341,7071000,69911000,10000,26.70786517,4
1248EPAY9,CHTR,8/22/2012,9/30/2022,10/23/2017,B1,BB,BB+,BB-,5.25,1250000000,CALLABLE,FIXED,123.03,Media,33.81638569,40,58,40,Yes,0.338163857,8933,4084993000,266000,457292.399,1228,1777,0.368857047,0.722041867,1,0.335385649,15242511.19,12773000,115775000,124000,33.33208955,2
1248EPAZ6,CHTR,12/17/2012,2/15/2023,2/15/2018,B1,BB,BB+,BB-,5.13,1000000000,CALLABLE,FIXED,123.73,Media,31.95045609,5,55,4,Yes,0.319504561,7627,2758786000,85000,361713.1244,1161,1688,0.347712076,0.78195883,1,0.403566278,11035144,8354500,174241000,365000,30.508,1
1248EPBB8,CHTR,3/10/2014,3/15/2021,10/23/2017,B1,BB,BB+,BB-,5.25,500000000,CALLABLE,FIXED,85.4,Media,18.81237017,0,40,0,Yes,0.188123702,1305,829727000,750000,635806.1303,543,1265,0.249042146,0.592337165,2,0.385440613,4558939.56,3687500,28000000,105000,7.17032967,1
1248EPBD4,CHTR,3/10/2014,9/1/2023,3/1/2018,B1,BB,BB+,BB-,5.75,497514000,CALLABLE,FIXED,115.4,Media,19.10553481,0,40,0,Yes,0.191055348,1283,783241000,673000,610476.2276,521,1209,0.322681216,0.623538581,2,0.348402182,4400230.337,3321000,16457000,50000,7.207865169,1
